name,name_clean,store,price,price_per_100,query,brand
ASDA Sweet & Crisp Shredded Iceberg Lettuce 130g,Sweet & Crisp Shredded Iceberg Lettuce 130g,asda,0.5,0.385,iceberg lettuce,ASDA
ASDA Iceberg Lettuce 200g,Iceberg Lettuce 200g,asda,0.64,0.32,iceberg lettuce,ASDA
ASDA Spaghetti 500g,Spaghetti 500g,asda,1.2,0.15,spaghetti,ASDA
ASDA Wholewheat Spaghetti 500g,Wholewheat Spaghetti 500g,asda,1.2,0.15,spaghetti,ASDA
Barilla Pasta Spaghetti 500g,Barilla Pasta Spaghetti 500g,asda,1.0,0.2,spaghetti,Barilla
Heinz Spaghetti 400g,Heinz Spaghetti 400g,asda,5.0,0.313,spaghetti,Heinz
ASDA Sweet & Crisp Romaine Lettuce Hearts,Sweet & Crisp Romaine Lettuce Hearts,asda,1.2,,romaine lettuce,ASDA
ASDA 2 Crisp & Crunchy Little Gem Lettuce,2 Crisp & Crunchy Little Gem Lettuce,asda,0.77,,romaine lettuce,ASDA
ASDA Mild & Tender Baby Button Mushrooms 200g,Mild & Tender Baby Button Mushrooms 200g,asda,1.14,0.5700000000000001,mushrooms,ASDA
ASDA Mild & Versatile White Mushrooms 400g,Mild & Versatile White Mushrooms 400g,asda,1.29,0.323,mushrooms,ASDA
ASDA Nutty & Earthy Chestnut Mushrooms 250g,Nutty & Earthy Chestnut Mushrooms 250g,asda,1.07,0.428,mushrooms,ASDA
Exceptional by ASDA British Shiitake Mushrooms 115g,British Shiitake Mushrooms 115g,asda,1.67,1.452,mushrooms,Exceptional
Exceptional by ASDA British Mixed Mushrooms 150g,British Mixed Mushrooms 150g,asda,1.77,1.1800000000000002,mushrooms,Exceptional
ASDA Penne 500g,Penne 500g,asda,1.2,0.1379999999999999,penne pasta,ASDA
ASDA Penne 1kg,Penne 1kg,asda,1.28,0.128,penne pasta,ASDA
ASDA Penne 3kg,Penne 3kg,asda,3.0,0.1,penne pasta,ASDA
ASDA Wholewheat Penne 500g,Wholewheat Penne 500g,asda,1.2,0.15,penne pasta,ASDA
ASDA Fusilli 1kg,Fusilli 1kg,asda,1.29,0.129,fusilli pasta,ASDA
ASDA Fusilli 500g,Fusilli 500g,asda,1.2,0.15,fusilli pasta,ASDA
ASDA Fusilli 3kg,Fusilli 3kg,asda,3.8,0.127,fusilli pasta,ASDA
ASDA Tricolore Fusilli 500g,Tricolore Fusilli 500g,asda,1.2,0.15,fusilli pasta,ASDA
Napolina Fusilli 500g,Napolina Fusilli 500g,asda,1.5,0.3,fusilli pasta,Napolina
JUST ESSENTIALS by ASDA 3 Mixed Peppers,3 Mixed Peppers,asda,1.79,,peppers mixed,ASDA
ASDA Crisp & Fragrant Sweet Peppers 3 Pack,Crisp & Fragrant Sweet Peppers 3 Pack,asda,2.1,,peppers mixed,ASDA
COOK by ASDA Cook Sliced Mixed Peppers 600g,COOK by ASDA Cook Sliced Mixed Peppers 600g,asda,1.6,0.267,peppers mixed,COOK
ASDA Warm & Fruity Mixed Chillies 60g,Warm & Fruity Mixed Chillies 60g,asda,0.53,0.883,peppers mixed,ASDA
Ben's Original Mixed Pepper Microwave Rice 220g,Ben's Original Mixed Pepper Microwave Rice 220g,asda,1.32,0.6,peppers mixed,Ben's
ASDA Tagliatelle 500g,Tagliatelle 500g,asda,1.2,0.15,tagliatelle,ASDA
ASDA Fresh Egg Tagliatelle 500g,Fresh Egg Tagliatelle 500g,asda,1.9,0.38,tagliatelle,ASDA
ASDA Ham & Mushroom Tagliatelle 400g,Ham & Mushroom Tagliatelle 400g,asda,8.5,0.8300000000000001,tagliatelle,ASDA
ASDA ASDA Chicken Tagliatelle 400g,Chicken Tagliatelle 400g,asda,8.5,0.8300000000000001,tagliatelle,ASDA
COOK by ASDA Cook Easy Red Chilli 95g,COOK by ASDA Cook Easy Red Chilli 95g,asda,1.55,1.632,red chillies,COOK
Very Lazy Chopped Red Chillies 190g,Very Lazy Chopped Red Chillies 190g,asda,1.94,0.8210000000000001,red chillies,Very
Tyrrells Sweet Chilli & Red Pepper Sharing Crisps 150g,Tyrrells Sweet Chilli & Red Pepper Sharing Crisps 150g,asda,2.5,1.167,red chillies,Tyrrells
ASDA Red Pepper & Chilli Houmous 200g,Red Pepper & Chilli Houmous 200g,asda,1.4,0.7,red chillies,ASDA
Rajah Red Chillies Crushed Spices 200g,Rajah Red Chillies Crushed Spices 200g,asda,3.0,1.5,red chillies,Rajah
ASDA Linguine 500g,Linguine 500g,asda,1.2,0.15,linguine,ASDA
ASDA Calorie Controlled Garlic Mushroom Linguine 380g,Calorie Controlled Garlic Mushroom Linguine 380g,asda,3.5,0.921,linguine,ASDA
ASDA Mild & Delicate Courgettes 330g,Mild & Delicate Courgettes 330g,asda,1.07,0.324,courgettes,ASDA
ASDA Courgettes (Typically 0.35KG),Courgettes (Typically 0.35KG),asda,0.78,0.222,courgettes,ASDA
ASDA Aubergine,Aubergine,asda,0.99,,aubergine,ASDA
Dolmio Lasagne Creamy White Pasta Sauce 440g,Dolmio Lasagne Creamy White Pasta Sauce 440g,asda,3.5,0.561,lasagne sheets,Dolmio
Dolmio Lasagne Red Tomato Pasta Sauce 450g,Dolmio Lasagne Red Tomato Pasta Sauce 450g,asda,3.5,0.549,lasagne sheets,Dolmio
ASDA Italian Inspired Lasagne Sheets 375g,Italian Inspired Lasagne Sheets 375g,asda,1.2,0.187,lasagne sheets,ASDA
ASDA Fresh Egg Lasagne Sheets 300g,Fresh Egg Lasagne Sheets 300g,asda,1.9,0.633,lasagne sheets,ASDA
Napolina Lasagne 375g,Napolina Lasagne 375g,asda,1.23,0.3279999999999999,lasagne sheets,Napolina
Tilda Pure Original Basmati Rice 1kg,Tilda Pure Original Basmati Rice 1kg,asda,4.88,0.4,basmati rice,Tilda
Ben's Original Basmati Microwave Rice 220g,Ben's Original Basmati Microwave Rice 220g,asda,0.97,0.441,basmati rice,Ben's
ASDA Basmati White Rice 1kg,Basmati White Rice 1kg,asda,1.85,0.185,basmati rice,ASDA
Salaam Basmati Rice 5kg,Salaam Basmati Rice 5kg,asda,11.0,0.22,basmati rice,Salaam
Trophy Basmati Rice 10kg,Trophy Basmati Rice 10kg,asda,20.0,0.2,basmati rice,Trophy
JUST ESSENTIALS by ASDA Green Beans 240g,Green Beans 240g,asda,0.93,0.388,green beans,ASDA
ASDA Whole Green Beans 750g,Whole Green Beans 750g,asda,1.08,0.144,green beans,ASDA
ASDA Cut Green Beans in Water 400g,Cut Green Beans in Water 400g,asda,1.26,0.615,green beans,ASDA
"ASDA Crisp & Colourful Broccoli, Carrots Baby Corn & Green Beans 240g","Crisp & Colourful Broccoli, Carrots Baby Corn & Green Beans 240g",asda,2.5,0.567,green beans,ASDA
ASDA 4 Sweet & Juicy Sweetcorn Cobettes,4 Sweet & Juicy Sweetcorn Cobettes,asda,1.37,,sweetcorn,ASDA
ASDA Sweet & Juicy Sweetcorn Twin Pack,Sweet & Juicy Sweetcorn Twin Pack,asda,1.37,,sweetcorn,ASDA
ASDA Sweetcorn in Water 198g,Sweetcorn in Water 198g,asda,0.5,0.316,sweetcorn,ASDA
Tilda Pure Original Basmati Rice 1kg,Tilda Pure Original Basmati Rice 1kg,asda,4.88,0.4,long grain rice,Tilda
ASDA Easy Cook Long Grain White Rice,Easy Cook Long Grain White Rice,asda,1.25,0.125,long grain rice,ASDA
ASDA Long Grain Micro Rice 250g,Long Grain Micro Rice 250g,asda,0.64,0.256,long grain rice,ASDA
ASDA Easy Cook Long Grain White Rice,Easy Cook Long Grain White Rice,asda,2.4,0.12,long grain rice,ASDA
ASDA Long Grain White Rice 500g,Long Grain White Rice 500g,asda,1.12,0.224,long grain rice,ASDA
McCain Naked Oven Chips Straight Cut 900g,McCain Naked Oven Chips Straight Cut 900g,asda,2.0,0.222,frozen chips oven,McCain
McCain Naked Oven Chips Straight Cut 1.7kg,McCain Naked Oven Chips Straight Cut 1.7kg,asda,3.7,0.218,frozen chips oven,McCain
McCain Home Chips Straight Cut 1kg,McCain Home Chips Straight Cut 1kg,asda,3.18,0.25,frozen chips oven,McCain
McCain Home Chips Crinkle Cut 1.6kg,McCain Home Chips Crinkle Cut 1.6kg,asda,4.28,0.231,frozen chips oven,McCain
ASDA Double Pepperoni Stonebaked Pizza by  309g,Double Pepperoni Stonebaked Pizza by  309g,asda,1.65,0.534,frozen pizza,ASDA
ASDA Four Cheese Stonebaked Pizza 315g,Four Cheese Stonebaked Pizza 315g,asda,1.65,0.524,frozen pizza,ASDA
ASDA BBQ Chicken Stonebaked Pizza 340g,BBQ Chicken Stonebaked Pizza 340g,asda,1.65,0.485,frozen pizza,ASDA
ASDA Sweet Chilli Chicken Stonebaked Pizza 340g,Sweet Chilli Chicken Stonebaked Pizza 340g,asda,1.65,0.485,frozen pizza,ASDA
ASDA Ham & Pineapple Stonebaked Pizza 335g,Ham & Pineapple Stonebaked Pizza 335g,asda,1.65,0.493,frozen pizza,ASDA
ASDA Tender & Nutty Asparagus 180g,Tender & Nutty Asparagus 180g,asda,1.65,0.917,asparagus,ASDA
Exceptional by ASDA Asparagus Tips 100g,Asparagus Tips 100g,asda,1.48,1.48,asparagus,Exceptional
ASDA Jasmine Micro Rice 250g,Jasmine Micro Rice 250g,asda,0.64,0.256,jasmine rice,ASDA
ASDA Thai Jasmine Rice 500g,Thai Jasmine Rice 500g,asda,1.76,0.352,jasmine rice,ASDA
Mai Thai AAA Jasmine Fragrant Rice 5kg,Mai Thai AAA Jasmine Fragrant Rice 5kg,asda,7.97,0.159,jasmine rice,Mai
Tilda Microwave Fragrant Jasmine Rice 250g,Tilda Microwave Fragrant Jasmine Rice 250g,asda,1.0,0.38,jasmine rice,Tilda
Tilda Fragrant Jasmine 500g,Tilda Fragrant Jasmine 500g,asda,2.0,0.4,jasmine rice,Tilda
ASDA Risotto Arborio Rice 500g,Risotto Arborio Rice 500g,asda,2.47,0.494,risotto rice,ASDA
Gallo Traditional Risotto Rice 500g,Gallo Traditional Risotto Rice 500g,asda,2.78,0.43,risotto rice,Gallo
ASDA Spanish Paella Rice 500g,Spanish Paella Rice 500g,asda,2.4,0.48,risotto rice,ASDA
ASDA Thai Jasmine Rice 500g,Thai Jasmine Rice 500g,asda,1.76,0.352,risotto rice,ASDA
ASDA Table Celery,Table Celery,asda,0.75,,celery,ASDA
ASDA Mild & Crunchy Celery Sticks 350g,Mild & Crunchy Celery Sticks 350g,asda,1.26,0.36,celery,ASDA
ASDA 10 Garlic Baguette Slices 260g,10 Garlic Baguette Slices 260g,asda,1.23,0.473,frozen garlic bread,ASDA
ASDA Party Breaded Garlic Mushrooms 400g,Party Breaded Garlic Mushrooms 400g,asda,2.6,0.65,frozen garlic bread,ASDA
Discover-In Garlic & Herb Chicken Grills 450g,Discover-In Garlic & Herb Chicken Grills 450g,asda,3.98,0.884,frozen garlic bread,Discover-In
Birds Eye 2 Garlic & Herb Chicken Kievs 204g,Birds Eye 2 Garlic & Herb Chicken Kievs 204g,asda,2.98,1.461,frozen garlic bread,Birds
ASDA Free From Free From Garlic Baguette 170g,Free From Free From Garlic Baguette 170g,asda,2.0,1.176,frozen garlic bread,ASDA
ASDA Soft & Savoury Free Range Egg Noodles 300g,Soft & Savoury Free Range Egg Noodles 300g,asda,2.5,0.357,egg noodles,ASDA
Blue Dragon Medium Egg Noodles 250g,Blue Dragon Medium Egg Noodles 250g,asda,1.33,0.532,egg noodles,Blue
ASDA Medium Egg Noodles 250g,Medium Egg Noodles 250g,asda,1.15,0.4599999999999999,egg noodles,ASDA
ASDA Soft & Savoury Free Range Egg Noodles 600g,Soft & Savoury Free Range Egg Noodles 600g,asda,1.52,0.253,egg noodles,ASDA
Sharwood's Medium Egg Noodles 226g,Sharwood's Medium Egg Noodles 226g,asda,1.6,0.553,egg noodles,Sharwood's
Carte D'Or Madagascan Vanilla Light Ice Cream Tub 900 ml,Carte D'Or Madagascan Vanilla Light Ice Cream Tub 900 ml,asda,3.74,0.2779999999999999,vanilla ice cream,Carte
ASDA Soft Scoop Vanilla Flavour Ice Cream 2 Litres,Soft Scoop Vanilla Flavour Ice Cream 2 Litres,asda,1.85,,vanilla ice cream,ASDA
ASDA Really Creamy Vanilla Ice Cream 900ml,Really Creamy Vanilla Ice Cream 900ml,asda,2.52,0.2799999999999999,vanilla ice cream,ASDA
Wall's Soft Scoop Vanilla Ice Cream Dessert Tub 1800ml,Wall's Soft Scoop Vanilla Ice Cream Dessert Tub 1800ml,asda,2.75,0.133,vanilla ice cream,Wall's
Carte D'Or Madagascan Vanilla Ice Cream Tub 900ml,Carte D'Or Madagascan Vanilla Ice Cream Tub 900ml,asda,3.74,0.2779999999999999,vanilla ice cream,Carte
ASDA Really Creamy Triple Chocolate Ice Cream 900ml,Really Creamy Triple Chocolate Ice Cream 900ml,asda,2.52,0.2799999999999999,chocolate ice cream,ASDA
ASDA Milk Chocolate Coated Ice Creams 3 x 110ml (330ml),Milk Chocolate Coated Ice Creams 3 x 110ml (330ml),asda,2.1,0.636,chocolate ice cream,ASDA
Carte D'Or Indulgent Chocolate Ice Cream Tub 900ml,Carte D'Or Indulgent Chocolate Ice Cream Tub 900ml,asda,3.74,0.2779999999999999,chocolate ice cream,Carte
Snickers Chocolate Peanut Ice Cream Bars 4pack (4 x 45.6g),Snickers Chocolate Peanut Ice Cream Bars 4pack (4 x 45.6g),asda,2.85,1.113,chocolate ice cream,Snickers
ASDA Chocolate Almond Coated Ice Creams 3 x 110ml (330ml),Chocolate Almond Coated Ice Creams 3 x 110ml (330ml),asda,2.1,0.636,chocolate ice cream,ASDA
Pot Noodle Chicken Fajita Instant Noodles 90 g,Pot Noodle Chicken Fajita Instant Noodles 90 g,asda,1.18,1.311,rice noodles,Pot
ASDA Rice Noodles 250g,Rice Noodles 250g,asda,1.15,0.4599999999999999,rice noodles,ASDA
ASDA Mild & Delicate Rice Noodles 225g,Mild & Delicate Rice Noodles 225g,asda,2.5,0.476,rice noodles,ASDA
Haribo Haribo Push-Up Strawberry & Vanilla Ice Cream Lollies 4 x 85ml,Haribo Haribo Push-Up Strawberry & Vanilla Ice Cream Lollies 4 x 85ml,asda,2.98,0.876,ice lollies,Haribo
Calippo Mini Orange and Lemon-Lime Ice Lollies 5 x 80ml,Calippo Mini Orange and Lemon-Lime Ice Lollies 5 x 80ml,asda,2.86,0.7150000000000001,ice lollies,Calippo
Calippo Mini Cola Ice Lollies 5 x 80ml,Calippo Mini Cola Ice Lollies 5 x 80ml,asda,2.47,0.618,ice lollies,Calippo
Solero Exotic Ice Cream Sticks 3 x 90ml,Solero Exotic Ice Cream Sticks 3 x 90ml,asda,2.74,1.015,ice lollies,Solero
ASDA Sweetcorn in Water 198g,Sweetcorn in Water 198g,asda,0.5,0.316,tinned sweetcorn,ASDA
ASDA Sweetcorn in Water 326g,Sweetcorn in Water 326g,asda,0.56,0.215,tinned sweetcorn,ASDA
JUST ESSENTIALS by ASDA Just Essentials Sweetcorn 326g,Just Essentials Sweetcorn 326g,asda,0.5,0.192,tinned sweetcorn,ASDA
John West Cracker Toppers Mayo & Sweetcorn Tuna 80g,John West Cracker Toppers Mayo & Sweetcorn Tuna 80g,asda,1.68,2.1,tinned sweetcorn,John
Rio Mare Insalatissime Sweetcorn Tuna Salad 160g,Rio Mare Insalatissime Sweetcorn Tuna Salad 160g,asda,1.7,1.0630000000000002,tinned sweetcorn,Rio
Heinz Baked Beans Pizza Flavour 390g,Heinz Baked Beans Pizza Flavour 390g,asda,5.0,0.359,baked beans,Heinz
Merchant Gourmet Gourmet Baked Beans 200g,Merchant Gourmet Gourmet Baked Beans 200g,asda,1.5,0.75,baked beans,Merchant
Merchant Gourmet Barbecue Baked Beans 200g,Merchant Gourmet Barbecue Baked Beans 200g,asda,1.5,0.75,baked beans,Merchant
Bold Bean Co Rich Tomato Baked Beans 390g,Bold Bean Co Rich Tomato Baked Beans 390g,asda,3.5,0.897,baked beans,Bold
Bold Bean Co Smoky Chilli Baked Beans 390g,Bold Bean Co Smoky Chilli Baked Beans 390g,asda,3.5,0.897,baked beans,Bold
Heinz Cream of Tomato Soup 6 x 400g,Heinz Cream of Tomato Soup 6 x 400g,asda,5.24,0.218,tinned soup,Heinz
Heinz Cream of Tomato Soup  4 x 400g,Heinz Cream of Tomato Soup  4 x 400g,asda,3.75,0.2339999999999999,tinned soup,Heinz
Heinz Cream of Chicken Soup 4 x 400g,Heinz Cream of Chicken Soup 4 x 400g,asda,3.75,0.2339999999999999,tinned soup,Heinz
Heinz Cream of Tomato Soup 400g,Heinz Cream of Tomato Soup 400g,asda,5.0,0.41,tinned soup,Heinz
Heinz Cream of Chicken Soup 290g,Heinz Cream of Chicken Soup 290g,asda,5.0,0.41,tinned soup,Heinz
Mutti Finely Chopped Tomatoes 4x400g,Mutti Finely Chopped Tomatoes 4x400g,asda,5.85,0.25,chopped tomatoes,Mutti
Napolina Chopped Tomatoes in a Rich Tomato Juice 4 x 400g,Napolina Chopped Tomatoes in a Rich Tomato Juice 4 x 400g,asda,3.5,0.219,chopped tomatoes,Napolina
Napolina Peeled Plum Tomatoes in a Rich Tomato Juice 4 x 400g,Napolina Peeled Plum Tomatoes in a Rich Tomato Juice 4 x 400g,asda,3.5,0.219,chopped tomatoes,Napolina
ASDA 30 Omega 3 Fish Fingers 900g,30 Omega 3 Fish Fingers 900g,asda,3.28,0.364,frozen fish fingers,ASDA
ASDA 10 Omega 3 Fish Fingers 300g,10 Omega 3 Fish Fingers 300g,asda,1.12,0.373,frozen fish fingers,ASDA
Birds Eye 10 Breaded Cod Fish Fingers 280g,Birds Eye 10 Breaded Cod Fish Fingers 280g,asda,4.48,1.3210000000000002,frozen fish fingers,Birds
JUST ESSENTIALS by ASDA Just Essentials by  10 Fish Fingers 250g,Just Essentials by  10 Fish Fingers 250g,asda,0.8,0.32,frozen fish fingers,ASDA
Birds Eye 32 Breaded Omega 3 Fish Fingers 896g,Birds Eye 32 Breaded Omega 3 Fish Fingers 896g,asda,5.0,0.558,frozen fish fingers,Birds
Alpro Barista Coconut Long Life Dairy Free Drink 1L,Alpro Barista Coconut Long Life Dairy Free Drink 1L,asda,2.1,0.21,coconut milk,Alpro
Alpro Coconut Long Life Dairy Free Drink 1L,Alpro Coconut Long Life Dairy Free Drink 1L,asda,2.07,0.207,coconut milk,Alpro
Alpro Coconut Original Chilled Dairy Free Drink 1L,Alpro Coconut Original Chilled Dairy Free Drink 1L,asda,2.07,0.207,coconut milk,Alpro
KTC Coconut Milk 400ml,KTC Coconut Milk 400ml,asda,1.57,0.393,coconut milk,KTC
Amoy Coconut Milk 400ml,Amoy Coconut Milk 400ml,asda,2.0,0.5,coconut milk,Amoy
Walkers Baked Sea Salt Multipack Snacks Crisps 6 x 22g,Walkers Baked Sea Salt Multipack Snacks Crisps 6 x 22g,asda,2.15,1.629,ready salted crisps,Walkers
Walkers Sensations Salt & Black Peppercorn Sharing Crisps 150g,Walkers Sensations Salt & Black Peppercorn Sharing Crisps 150g,asda,2.5,1.1,ready salted crisps,Walkers
Walkers Salt & Vinegar Multipack Crisps 6x25g,Walkers Salt & Vinegar Multipack Crisps 6x25g,asda,2.15,1.433,ready salted crisps,Walkers
Walkers Baked Salt & Vinegar Multipack Snacks Crisps 6 x 22g,Walkers Baked Salt & Vinegar Multipack Snacks Crisps 6 x 22g,asda,2.15,1.629,ready salted crisps,Walkers
ASDA Ready Salted Crisps 6 x 25g (150g),Ready Salted Crisps 6 x 25g (150g),asda,1.0,0.667,ready salted crisps,ASDA
Bold Bean Co Queen Chickpeas 570g,Bold Bean Co Queen Chickpeas 570g,asda,3.25,0.8130000000000001,chickpeas tinned,Bold
ASDA Organic Organic Chickpeas in Water 400g,Organic Organic Chickpeas in Water 400g,asda,1.24,0.517,chickpeas tinned,ASDA
Napolina Chickpeas in Water 240g,Napolina Chickpeas in Water 240g,asda,1.5,0.417,chickpeas tinned,Napolina
ASDA Chickpeas in Water 400g,Chickpeas in Water 400g,asda,0.54,0.225,chickpeas tinned,ASDA
ASDA Red Kidney Beans in Water 400g,Red Kidney Beans in Water 400g,asda,0.45,0.188,kidney beans tinned,ASDA
Napolina Red Kidney Beans in Water 400g,Napolina Red Kidney Beans in Water 400g,asda,1.5,0.417,kidney beans tinned,Napolina
ASDA Chilli Beans in Chilli Sauce 390g,Chilli Beans in Chilli Sauce 390g,asda,0.94,0.241,kidney beans tinned,ASDA
ASDA Organic Organic Red Kidney Beans in Water 400g,Organic Organic Red Kidney Beans in Water 400g,asda,1.24,0.517,kidney beans tinned,ASDA
Heinz Tomato Grana Padano Mascarpone Pasta Sauce 350G,Heinz Tomato Grana Padano Mascarpone Pasta Sauce 350G,asda,1.56,0.446,pasta sauce tomato,Heinz
ASDA Tomato & Garlic Pasta Sauce 500g,Tomato & Garlic Pasta Sauce 500g,asda,0.69,0.1379999999999999,pasta sauce tomato,ASDA
ASDA Creamy Tomato Pasta Bake 500g,Creamy Tomato Pasta Bake 500g,asda,0.69,0.1379999999999999,pasta sauce tomato,ASDA
ASDA Tomato & Basil Stir-In Sauce 190g,Tomato & Basil Stir-In Sauce 190g,asda,1.48,0.779,pasta sauce tomato,ASDA
ASDA Chunky Veg & Tomato Pasta Sauce 500g,Chunky Veg & Tomato Pasta Sauce 500g,asda,0.75,0.15,pasta sauce tomato,ASDA
Walkers Baked Cheese & Onion Multipack Snacks Crisps 6 x 22g,Walkers Baked Cheese & Onion Multipack Snacks Crisps 6 x 22g,asda,2.15,1.629,cheese onion crisps,Walkers
Walkers Sensations Mature Cheddar Cheese & Chilli Sharing Crisps 150g,Walkers Sensations Mature Cheddar Cheese & Chilli Sharing Crisps 150g,asda,2.5,1.1,cheese onion crisps,Walkers
"Walkers Crisps Picked Onion, 6x25g","Walkers Crisps Picked Onion, 6x25g",asda,2.15,1.433,cheese onion crisps,Walkers
Sensations Balsamic Vinegar & Caramelised Onion Sharing Crisps 150g,Sensations Balsamic Vinegar & Caramelised Onion Sharing Crisps 150g,asda,2.5,1.1,cheese onion crisps,Sensations
Walkers Baked Variety Multipack Snacks Crisps 6 x 22g,Walkers Baked Variety Multipack Snacks Crisps 6 x 22g,asda,2.15,1.629,cheese onion crisps,Walkers
Napolina Lentils in Water 400g,Napolina Lentils in Water 400g,asda,1.5,0.377,lentils tinned,Napolina
Walkers Salt & Vinegar Multipack Crisps 6x25g,Walkers Salt & Vinegar Multipack Crisps 6x25g,asda,2.15,1.433,salt vinegar crisps,Walkers
Walkers Salt & Vinegar Sharing Crisps 150g,Walkers Salt & Vinegar Sharing Crisps 150g,asda,1.35,0.9,salt vinegar crisps,Walkers
Sensations Balsamic Vinegar & Caramelised Onion Sharing Crisps 150g,Sensations Balsamic Vinegar & Caramelised Onion Sharing Crisps 150g,asda,2.5,1.1,salt vinegar crisps,Sensations
Walkers Baked Salt & Vinegar Multipack Snacks Crisps 6 x 22g,Walkers Baked Salt & Vinegar Multipack Snacks Crisps 6 x 22g,asda,2.15,1.629,salt vinegar crisps,Walkers
Doritos Zingy Salt & Vinegar Tortilla Chips Sharing Bag Crisps 180g,Doritos Zingy Salt & Vinegar Tortilla Chips Sharing Bag Crisps 180g,asda,2.5,0.972,salt vinegar crisps,Doritos
ASDA Green Pesto 190g,Green Pesto 190g,asda,0.99,0.521,pesto green,ASDA
ASDA Italian Inspired Green Pesto 190g,Italian Inspired Green Pesto 190g,asda,1.3,0.6839999999999999,pesto green,ASDA
ASDA Green Pesto Micro Pasta 200g,Green Pesto Micro Pasta 200g,asda,1.25,0.625,pesto green,ASDA
ASDA Free From Free From by  Green Pesto 190g,Free From Free From by  Green Pesto 190g,asda,1.05,0.553,pesto green,ASDA
Loyd Grossman Italian Green Pesto Alla Genovese 190g,Loyd Grossman Italian Green Pesto Alla Genovese 190g,asda,2.95,1.316,pesto green,Loyd
COOK by ASDA Tikka Masala Curry Paste 200g,COOK by ASDA Tikka Masala Curry Paste 200g,asda,2.23,1.115,curry paste tikka,COOK
Sharwood's Indian Tikka Masala Reduced Fat Curry Paste 280g,Sharwood's Indian Tikka Masala Reduced Fat Curry Paste 280g,asda,2.17,0.775,curry paste tikka,Sharwood's
Patak's Tikka Masala Curry Spice Paste 283g,Patak's Tikka Masala Curry Spice Paste 283g,asda,2.86,1.011,curry paste tikka,Patak's
Patak's Tikka Masala Paste Pots 2 x 70g,Patak's Tikka Masala Paste Pots 2 x 70g,asda,1.43,1.021,curry paste tikka,Patak's
The Spice Tailor Tikka Masala Indian Curry Sauce Meal Kit 300g,The Spice Tailor Tikka Masala Indian Curry Sauce Meal Kit 300g,asda,3.78,1.26,curry paste tikka,The
Doritos Cool Original Tortilla Chips Sharing Bag Crisps 180g,Doritos Cool Original Tortilla Chips Sharing Bag Crisps 180g,asda,2.5,1.389,tortilla chips,Doritos
Doritos Chilli Heatwave Tortilla Chips Sharing Bag Crisps 180g,Doritos Chilli Heatwave Tortilla Chips Sharing Bag Crisps 180g,asda,2.5,1.389,tortilla chips,Doritos
Doritos Tangy Cheese Tortilla Chips Sharing Bag Crisps 180g,Doritos Tangy Cheese Tortilla Chips Sharing Bag Crisps 180g,asda,2.5,1.389,tortilla chips,Doritos
Doritos Zingy Salt & Vinegar Tortilla Chips Sharing Bag Crisps 180g,Doritos Zingy Salt & Vinegar Tortilla Chips Sharing Bag Crisps 180g,asda,2.5,0.972,tortilla chips,Doritos
Doritos Cool Original Tortilla Chips Multipack Crisps 5x30g,Doritos Cool Original Tortilla Chips Multipack Crisps 5x30g,asda,2.15,1.167,tortilla chips,Doritos
ASDA Butter Beans in Water 400g,Butter Beans in Water 400g,asda,0.45,0.191,butter beans tinned,ASDA
Napolina Butter Beans in Water 400g,Napolina Butter Beans in Water 400g,asda,1.5,0.417,butter beans tinned,Napolina
